selection_status,category,document_type,section,title,date_iso,year,size_mb,estimated_store_mb,cumulative_pdf_mb,cumulative_store_estimated_mb,path,exists,file_url,post_url
selected,avis,avis,Services Postaux et e-commerce,Le travail de nuit dans le secteur du commerce et les secteurs connexes,2025-09-30,2025,1.025,3.074,88.189,264.568,avis/2025-10-06-12-47-53_CCE20251785Travaildenuitdanslesecteurducommerceetlessecteursconnexes.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-10-06-12-47-53_CCE20251785Travaildenuitdanslesecteurducommerceetlessecteursconnexes.pdf,https://www.ccecrb.fgov.be/p/fr/1306/le-travail-de-nuit-dans-le-secteur-du-commerce-et-les-secteurs-connexes
selected,avis,avis,Services Postaux et e-commerce,La participation de l'État dans l’entreprise publique autonome cotée en bourse bpost,2025-09-24,2025,0.189,0.566,88.378,265.134,avis/2025-10-03-02-26-24_CCE20251760Laparticipationdel_Etatdanslentreprisepubliqueautonomecoteeenboursebpost.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-10-03-02-26-24_CCE20251760Laparticipationdel'Étatdansl’entreprisepubliqueautonomecotéeenboursebpost.pdf,https://www.ccecrb.fgov.be/p/fr/1304/la-participation-de-l-etat-dans-l-entreprise-publique-autonome-cotee-en-bourse-bpost
selected,avis,avis,Télécommunications,La participation de l'État dans l’entreprise publique autonome cotée en bourse Proximus,2025-09-24,2025,0.133,0.399,88.511,265.534,avis/2025-10-03-02-25-10_CCE20251750Participationdel_EtatdanslentreprisepubliqueautonomecoteeenbourseProximus.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-10-03-02-25-10_CCE20251750Participationdel'Étatdansl’entreprisepubliqueautonomecotéeenbourseProximus.pdf,https://www.ccecrb.fgov.be/p/fr/1305/la-participation-de-l-etat-dans-l-entreprise-publique-autonome-cotee-en-bourse-proximus
selected,avis,avis,consommation,Transposition de la directive relative aux contrats de crédit aux consommateurs,2025-09-23,2025,0.634,1.902,89.145,267.436,avis/2025-09-30-03-32-35_CCE20251740Avis_Complet.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-09-30-03-32-35_CCE20251740Avis_Complet.pdf,https://www.ccecrb.fgov.be/p/fr/1303/transposition-de-la-directive-relative-aux-contrats-de-credit-aux-consommateurs
selected,avis,avis,secteurs,"Rénovation de logements : un besoin urgent de sensibilisation, d'informations claires et de règles uniformes",2025-08-26,2025,0.282,0.846,89.427,268.282,avis/2025-09-02-10-48-02_doc251505fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-09-02-10-48-02_doc251505fr.pdf,https://www.ccecrb.fgov.be/p/fr/1296/renovation-de-logements-un-besoin-urgent-de-sensibilisation-d-informations-claires-et-de-regles-uniformes
selected,avis,avis,secteurs,L’industrie de l’alimentation et des boissons comme secteur clé pour le plan interfédéral « MAKE 2025-2030 »,2025-08-18,2025,0.341,1.023,89.768,269.305,avis/2025-08-27-02-55-38_doc251465fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-08-27-02-55-38_doc251465fr.pdf,https://www.ccecrb.fgov.be/p/fr/1293/l-industrie-de-l-alimentation-et-des-boissons-comme-secteur-cle-pour-le-plan-interfederal-make-2025-2030-
selected,rapport,rapport,conseil central de l’économie,Stratégie de relance – Introduction d’un engagement global des employeurs en matière de places de stage - Évaluation annuelle,2025-07-15,2025,0.101,0.303,89.869,269.608,rapport/2025-07-18-02-29-00_CCE20251365CNTRapport138RapportStrategiederelance.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-07-18-02-29-00_CCE20251365CNTRapport138RapportStratégiederelance.pdf,https://www.ccecrb.fgov.be/p/fr/1290/strategie-de-relance-introduction-d-un-engagement-global-des-employeurs-en-matiere-de-places-de-stage-evaluation-annuelle
selected,avis,avis,Services Postaux et e-commerce,Mettons fin à l'importation de produits d’e-commerce non conformes et dangereux,2025-07-04,2025,2.305,6.915,92.174,276.522,avis/2025-07-09-02-27-00_doc251320fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-07-09-02-27-00_doc251320fr.pdf,https://www.ccecrb.fgov.be/p/fr/1289/mettons-fin-a-l-importation-de-produits-d-e-commerce-non-conformes-et-dangereux
selected,avis,avis,consommation,"ConsumerConnect, une initiative louable mais perfectible",2025-07-04,2025,0.186,0.558,92.36,277.08,avis/2025-07-08-10-04-45_doc251310fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-07-08-10-04-45_doc251310fr.pdf,https://www.ccecrb.fgov.be/p/fr/1288/consumerconnect-une-initiative-louable-mais-perfectible
selected,avis,avis,consommation,Donner aux consommateurs les moyens d’agir en faveur de la transition écologique,2025-07-04,2025,0.19,0.571,92.55,277.651,avis/2025-07-07-02-49-30_doc251300fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-07-07-02-49-30_doc251300fr.pdf,https://www.ccecrb.fgov.be/p/fr/1287/donner-aux-consommateurs-les-moyens-d-agir-en-faveur-de-la-transition-ecologique
selected,rapport,rapport,secteurs,L'emploi dans l'industrie alimentaire,2025-06-30,2025,3.076,9.229,95.627,286.88,rapport/2025-07-03-03-16-46_CCE20251200Rapportdeconjoncturedanslesecteurdel_alimentation.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-07-03-03-16-46_CCE20251200Rapportdeconjoncturedanslesecteurdel'alimentation.pdf,https://www.ccecrb.fgov.be/p/fr/1285/l-emploi-dans-l-industrie-alimentaire
selected,avis,avis,conseil central de l’économie,L'innovation comme moteur important d’une prospérité soutenable,2025-06-18,2025,0.251,0.753,95.878,287.633,avis/2025-09-30-03-01-46_CCE20251170Innovationcommemoteurimportantduneprosperitesoutenable.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-09-30-03-01-46_CCE20251170Innovationcommemoteurimportantd’uneprospéritésoutenable.pdf,https://www.ccecrb.fgov.be/p/fr/1284/l-innovation-comme-moteur-important-d-une-prosperite-soutenable
selected,avis,avis,Télécommunications,La mise en œuvre de la Gigabit Infrastructure Act (GIA),2025-05-21,2025,0.108,0.324,95.985,287.956,avis/2025-12-05-03-05-50_CCE20251054AvisconcernantLavantprojetdeloifederalemettantenuvreleGIA.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-12-05-03-05-50_CCE20251054AvisconcernantL’avantprojetdeloifédéralemettantenœuvreleGIA.pdf,https://www.ccecrb.fgov.be/p/fr/1281/la-mise-en-uvre-de-la-gigabit-infrastructure-act-gia-
selected,actualite,actualité,conseil central de l’économie,"Mobilité partagée, précarité en matière de transport et lieux de travail difficilement accessibles",2025-05-19,2025,2.296,6.889,98.282,294.845,actualite/2025-05-27-08-49-55_PresentatieRobertOphoff_deelmobiliteit_deoplossingvoorvervoersarmoede.pdf,yes,"https://www.ccecrb.fgov.be/dpics/fichiers/2025-05-27-08-49-55_PresentatieRobertOphoff_deelmobiliteit,deoplossingvoorvervoersarmoede.pdf",https://www.ccecrb.fgov.be/p/fr/1280/mobilite-partagee-precarite-en-matiere-de-transport-et-lieux-de-travail-difficilement-accessibles
selected,article,article,conseil central de l’économie,L’impact du paquet de simplification Omnibus sur les directives CSRD et CSDDD,2025-04-24,2025,0.099,0.296,98.38,295.141,article/2025-04-24-04-24-01_CCE20250839LimpactdupaquetdesimplificationOmnibussurlesdirectivesCSRDetCSDDD.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-24-04-24-01_CCE20250839L’impactdupaquetdesimplificationOmnibussurlesdirectivesCSRDetCSDDD.pdf,https://www.ccecrb.fgov.be/p/fr/1277/l-impact-du-paquet-de-simplification-omnibus-sur-les-directives-csrd-et-csddd
selected,avis,avis,conseil central de l’économie,Le traitement fiscal du remboursement des frais de recharge des voitures de société électriques,2025-04-23,2025,0.117,0.352,98.498,295.493,avis/2025-04-24-08-14-12_doc250808fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-24-08-14-12_doc250808fr.pdf,https://www.ccecrb.fgov.be/p/fr/1276/le-traitement-fiscal-du-remboursement-des-frais-de-recharge-des-voitures-de-societe-electriques
selected,avis,avis,conseil central de l’économie,Demande du CCE de supprimer les obstacles dans la mise en place d’un système intégré de transports en commun,2025-04-23,2025,0.159,0.476,98.656,295.969,avis/2025-04-24-08-04-41_doc250810fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-24-08-04-41_doc250810fr.pdf,https://www.ccecrb.fgov.be/p/fr/1275/demande-du-cce-de-supprimer-les-obstacles-dans-la-mise-en-place-d-un-systeme-integre-de-transports-en-commun
selected,avis,avis,secteurs,"Pour une égalité de traitement des entreprises papetières, des imprimeries et des éditeurs",2025-04-11,2025,0.124,0.373,98.781,296.342,avis/2025-04-29-11-06-19_CCE20250850Pouruneegalitedetraitementdesentreprisespapetieres_desimprimeriesetdesediteurs_belges_danslemarcheinterieureuropeen.pdf,yes,"https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-29-11-06-19_CCE20250850Pouruneégalitédetraitementdesentreprisespapetières,desimprimeriesetdeséditeurs(belges)danslemarchéintérieureuropéen.pdf",https://www.ccecrb.fgov.be/p/fr/1278/pour-une-egalite-de-traitement-des-entreprises-papetieres-des-imprimeries-et-des-editeurs
selected,avis-conjoint,avis conjoint,consommation,Formation des utilisateurs professionnels de produits biocides,2025-04-01,2025,0.421,1.262,99.201,297.604,avis-conjoint/2025-04-03-03-18-18_doc250680fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-03-03-18-18_doc250680fr.pdf,https://www.ccecrb.fgov.be/p/fr/1272/formation-des-utilisateurs-professionnels-de-produits-biocides
selected,avis,avis,clauses abusives,Évaluation et application de la loi B2B relative aux clauses abusives,2025-03-28,2025,0.524,1.572,99.726,299.177,avis/2025-04-15-04-09-28_doc250770fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-15-04-09-28_doc250770fr.pdf,https://www.ccecrb.fgov.be/p/fr/1274/evaluation-et-application-de-la-loi-b2b-relative-aux-clauses-abusives
selected,avis,avis,concurrence,La CCS Concurrence préconise des guidelines claires en ce qui concerne l’interdiction de l’abus de dépendance économique,2025-03-27,2025,0.282,0.846,100.008,300.023,avis/2025-04-02-02-47-26_doc25720fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-02-02-47-26_doc25720fr.pdf,https://www.ccecrb.fgov.be/p/fr/1271/la-ccs-concurrence-preconise-des-guidelines-claires-en-ce-qui-concerne-l-interdiction-de-l-abus-de-dependance-economique
selected,note-documentaire,note documentaire,conseil central de l’économie,Note d'analyse sur la prime corona et pouvoir d'achat,2025-03-24,2025,0.382,1.147,100.39,301.17,note-documentaire/2025-03-25-04-18-23_CRB20250675NotaAnalysecoronaenkoopkrachtpremie.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-03-25-04-18-23_CRB20250675NotaAnalysecoronaenkoopkrachtpremie.pdf,https://www.ccecrb.fgov.be/p/fr/1270/note-d-analyse-sur-la-prime-corona-et-pouvoir-d-achat
selected,avis,avis,consommation,Transposition de la directive sur les services financiers à distance,2025-03-17,2025,0.585,1.755,100.975,302.925,avis/2025-03-19-11-54-00_CCE20250620Avissurlatranspositiondeladirective_UE_20232673encequiconcernelescontratsdeservicesfinanciersconclusadistance.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-03-19-11-54-00_CCE20250620Avissurlatranspositiondeladirective(UE)20232673encequiconcernelescontratsdeservicesfinanciersconclusàdistance.pdf,https://www.ccecrb.fgov.be/p/fr/1267/transposition-de-la-directive-sur-les-services-financiers-a-distance
selected,avis-conjoint,avis conjoint,consommation,Biocarburants issus de la biomasse cotraitée,2025-03-05,2025,0.728,2.183,101.703,305.108,avis-conjoint/2025-03-20-04-06-27_CCE20250540Avissurlesbiocarburantsissusdelabiomassecotraitee.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-03-20-04-06-27_CCE20250540Avissurlesbiocarburantsissusdelabiomassecotraitée.pdf,https://www.ccecrb.fgov.be/p/fr/1269/biocarburants-issus-de-la-biomasse-cotraitee
selected,avis,avis,consommation,La procédure d’autorisation de la construction et de la mise en service des installations à câbles destinées à transporter des personnes,2025-02-26,2025,0.556,1.669,102.259,306.777,avis/2025-02-28-10-00-53_doc250492fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-28-10-00-53_doc250492fr.pdf,https://www.ccecrb.fgov.be/p/fr/1256/la-procedure-d-autorisation-de-la-construction-et-de-la-mise-en-service-des-installations-a-cables-destinees-a-transporter-des-personnes
selected,avis,avis,Télécommunications,Projet de budget du Service de médiation pour les télécommunications pour l’année 2025,2025-02-21,2025,0.091,0.272,102.35,307.049,avis/2025-04-02-03-20-51_cce20250605avissurlebudgetduservicedemediationpourlesecteurtelecommunicationpourlannee2025.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-04-02-03-20-51_cce20250605avissurlebudgetduservicedemediationpourlesecteurtelecommunicationpourlannee2025.pdf,https://www.ccecrb.fgov.be/p/fr/1273/projet-de-budget-du-service-de-mediation-pour-les-telecommunications-pour-l-annee-2025
selected,rapport,rapport,conseil central de l’économie,Rapport 2024 sur l’écart salarial entre femmes et hommes,2025-02-19,2025,0.339,1.017,102.689,308.066,rapport/2025-02-19-04-48-39_doc250375fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-19-04-48-39_doc250375fr.pdf,https://www.ccecrb.fgov.be/p/fr/1249/rapport-2024-sur-l-ecart-salarial-entre-femmes-et-hommes
selected,rapport,rapport,conseil central de l’économie,Rapport 2024 sur les avantages non récurrents liés aux résultats,2025-02-19,2025,0.119,0.357,102.808,308.423,rapport/2025-02-19-04-31-21_doc250370fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-19-04-31-21_doc250370fr.pdf,https://www.ccecrb.fgov.be/p/fr/1250/rapport-2024-sur-les-avantages-non-recurrents-lies-aux-resultats
selected,rapport,rapport,conseil central de l’économie,Rapport 2024 sur le handicap des coûts salariaux,2025-02-19,2025,0.266,0.799,103.074,309.222,rapport/2025-02-19-04-08-17_doc250380fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-19-04-08-17_doc250380fr.pdf,https://www.ccecrb.fgov.be/p/fr/1248/rapport-2024-sur-le-handicap-des-couts-salariaux
selected,rapport,rapport,conseil central de l’économie,Rapport technique du secrétariat sur les marges maximales disponibles 2024,2025-02-19,2025,1.132,3.395,104.206,312.617,rapport/2025-02-19-03-46-26_CCE20250390Rapporttechniquedusecretariatsurlesmargesmaximalesdisponiblesedition2024.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-19-03-46-26_CCE20250390Rapporttechniquedusecrétariatsurlesmargesmaximalesdisponiblesedition2024.pdf,https://www.ccecrb.fgov.be/p/fr/1247/rapport-technique-du-secretariat-sur-les-marges-maximales-disponibles-2024
selected,avis,avis,conseil central de l’économie,Le futur modèle d’exploitation du rail,2025-02-19,2025,0.106,0.319,104.312,312.936,avis/2025-02-24-03-30-00_CCE20250413Avissurlefuturmodeled_exploitationdurail.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-24-03-30-00_CCE20250413Avissurlefuturmodèled'exploitationdurail.pdf,https://www.ccecrb.fgov.be/p/fr/1254/le-futur-modele-d-exploitation-du-rail
selected,avis,avis,conseil central de l’économie,Avis concernant le rapport 2022-2023 du Service de lutte contre la pauvreté,2025-02-19,2025,0.262,0.787,104.574,313.723,avis/2025-02-20-02-51-42_CCE20250400CNTAVIS2441RapportbisannuelduServicedeluttecontrelapauvretelaprecariteetlexclusionsociale.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-20-02-51-42_CCE20250400CNTAVIS2441RapportbisannuelduServicedeluttecontrelapauvretélaprécaritéetlexclusionsociale.pdf,https://www.ccecrb.fgov.be/p/fr/1251/avis-concernant-le-rapport-2022-2023-du-service-de-lutte-contre-la-pauvrete
selected,avis-conjoint,avis conjoint,conseil central de l’économie,Vers une vision belge intégrée de l’économie circulaire,2025-02-19,2025,3.801,11.403,108.375,325.126,avis-conjoint/2025-02-21-11-39-48_CCE20250385AvisLeprojetdevisionbelgeintegreedeleconomiecirculaire.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-21-11-39-48_CCE20250385AvisLeprojetdevisionbelgeintégréedel’économiecirculaire.pdf,https://www.ccecrb.fgov.be/p/fr/1252/vers-une-vision-belge-integree-de-l-economie-circulaire
selected,rapport,rapport,secteurs,"La conjoncture dans le secteur papetier, graphique et de l’édition",2025-02-14,2025,2.281,6.843,110.656,331.968,rapport/2025-03-03-11-51-40_CCE20250395RapportconjuncturePAR.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-03-03-11-51-40_CCE20250395RapportconjuncturePAR.pdf,https://www.ccecrb.fgov.be/p/fr/1257/la-conjoncture-dans-le-secteur-papetier-graphique-et-de-l-edition
selected,avis,avis,conseil central de l’économie,Les adaptations tarifaires prévues pour les abonnements domicile-travail de la SNCB,2025-01-28,2025,0.198,0.595,110.854,332.563,avis/2025-01-29-10-15-51_CCE20250190CNTAvis2439LesadaptationstarifairesprevuespourlesabonnementsdomiciletravaildelaSNCB.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-01-29-10-15-51_CCE20250190CNTAvis2439LesadaptationstarifairesprévuespourlesabonnementsdomiciletravaildelaSNCB.pdf,https://www.ccecrb.fgov.be/p/fr/1245/les-adaptations-tarifaires-prevues-pour-les-abonnements-domicile-travail-de-la-sncb
selected,rapport,rapport,secteurs,Les perspectives de croissance ne sont guère réjouissantes pour le secteur de la construction,2025-01-22,2025,2.393,7.18,113.248,339.744,rapport/2025-01-22-03-15-12_CCE20250080Rapportdeconjoncturedanslesecteurdelaconstruction.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-01-22-03-15-12_CCE20250080Rapportdeconjoncturedanslesecteurdelaconstruction.pdf,https://www.ccecrb.fgov.be/p/fr/1244/les-perspectives-de-croissance-ne-sont-guere-rejouissantes-pour-le-secteur-de-la-construction
selected,rapport,rapport,conseil central de l’économie,"Une vision et une stratégie pour un modèle socioéconomique résilient, compétitif, inclusif et soutenable à l'horizon 2050",2025-01-17,2025,0.867,2.602,114.115,342.346,rapport/2025-03-11-04-16-58_CCE20250050REC2024.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-03-11-04-16-58_CCE20250050REC2024.pdf,https://www.ccecrb.fgov.be/p/fr/1261/une-vision-et-une-strategie-pour-un-modele-socioeconomique-resilient-competitif-inclusif-et-soutenable-a-l-horizon-2050
selected,avis,avis,clauses abusives,Clauses en matière de cessions de créance dans les contrats de crédit à la consommation,2024-12-19,2024,0.877,2.631,114.992,344.977,avis/2025-02-28-09-44-51_doc250364fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-28-09-44-51_doc250364fr.pdf,https://www.ccecrb.fgov.be/p/fr/1255/clauses-en-matiere-de-cessions-de-creance-dans-les-contrats-de-credit-a-la-consommation
selected,avis,avis,Services Postaux et e-commerce,Projet de budget du Service de médiation pour le service postal pour l’année 2025,2024-12-18,2024,0.106,0.318,115.098,345.295,avis/2025-07-09-02-15-11_CCE20242725AvissurlebudgetduServicedeMediationpourleSecteurPostalpourlannee2025.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-07-09-02-15-11_CCE20242725AvissurlebudgetduServicedeMédiationpourleSecteurPostalpourlannée2025.pdf,https://www.ccecrb.fgov.be/p/fr/1241/projet-de-budget-du-service-de-mediation-pour-le-service-postal-pour-l-annee-2025
selected,avis,avis,conseil central de l’économie,"La productivité, un levier stratégique au cœur des politiques publiques",2024-12-18,2024,0.255,0.766,115.354,346.061,avis/2024-12-19-10-49-26_CCE20242700AvisLaproductiviteunlevierstrategiqueaucurdespolitiquespubliques.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-12-19-10-49-26_CCE20242700AvisLaproductivitéunlevierstratégiqueaucœurdespolitiquespubliques.pdf,https://www.ccecrb.fgov.be/p/fr/1238/la-productivite-un-levier-strategique-au-c-ur-des-politiques-publiques
